'id';'provinsi';'kabupaten_kota';'kecamatan';'longitude';'latitude'
1;ACEH;;;96.911874086085;4.2257285830534
1531;ACEH;ACEH BARAT;;96.18087911996687;4.454467876803617
1713;ACEH;ACEH BARAT;ARONGAN LAMBALEK;95.96542745986405;4.303390760696841
1695;ACEH;ACEH BARAT;BUBON;96.10202015195082;4.298243057571892
1532;ACEH;ACEH BARAT;JOHAN PAHWALAN;96.13646671778544;4.148563944316403
1554;ACEH;ACEH BARAT;KAWAY XVI;96.19691738718574;4.2992329010068895
1767;ACEH;ACEH BARAT;MEUREUBO;96.15857290793664;4.161746339916159
1741;ACEH;ACEH BARAT;PANTE CEUREUMEN;96.31182904526727;4.436900856252213
1846;ACEH;ACEH BARAT;PANTON REU;96.20435962770256;4.433641967358876
1662;ACEH;ACEH BARAT;SAMATIGA;96.055493411707;4.291798433706564
1599;ACEH;ACEH BARAT;SUNGAI MAS;96.26388918623948;4.623262498272922
1618;ACEH;ACEH BARAT;WOYLA;96.10684604200468;4.395172009697681
1794;ACEH;ACEH BARAT;WOYLA BARAT;96.03019615950112;4.382691591905664
1819;ACEH;ACEH BARAT;WOYLA TIMUR;96.07805014501108;4.414025475913727
5032;ACEH;ACEH BARAT DAYA;;96.88029471945718;3.8226302105717496
5141;ACEH;ACEH BARAT DAYA;BABAH ROT;96.7188038712029;3.89950771708154
5033;ACEH;ACEH BARAT DAYA;BLANG PIDIE;96.83520521378242;3.7413709387132728
5166;ACEH;ACEH BARAT DAYA;JEUMPA;96.80819408100926;3.7700319023729874
5119;ACEH;ACEH BARAT DAYA;KUALA BATEE;96.76381310964614;3.842827879259534
5179;ACEH;ACEH BARAT DAYA;LEMBAH SABIL;96.9447037440001;3.591319415599102
5070;ACEH;ACEH BARAT DAYA;MANGGENG;97.0213326813484;3.676704413822902
5156;ACEH;ACEH BARAT DAYA;SETIA;96.88925556470674;3.715121797855184
5089;ACEH;ACEH BARAT DAYA;SUSOH;96.83350048734788;3.72671009451024
5054;ACEH;ACEH BARAT DAYA;TANGAN-TANGAN;96.90238881547133;3.692000379443897
1866;ACEH;ACEH BESAR;;95.51516820033424;5.380104502982899
2433;ACEH;ACEH BESAR;BAITUSSALAM;95.42655679042956;5.618060460867065
2467;ACEH;ACEH BESAR;BLANG BINTANG;95.42863068252856;5.496962350696832
2102;ACEH;ACEH BESAR;DARUL IMARAH;95.29245823988182;5.503472895287678
2418;ACEH;ACEH BESAR;DARUL KAMAL;95.31836289746396;5.46422087737271
2275;ACEH;ACEH BESAR;DARUSSALAM;95.39577193944751;5.594010213812696
1925;ACEH;ACEH BESAR;INDRAPURI;95.4877440644016;5.429834698931941
2176;ACEH;ACEH BESAR;INGIN JAYA;95.38207334360978;5.520583914556555
2350;ACEH;ACEH BESAR;KOTA COT GLIE;95.50586295687656;5.402371543744576
2336;ACEH;ACEH BESAR;KOTA JANTHO;95.60983550545215;5.241325251939519
2447;ACEH;ACEH BESAR;KRUENG BARONA JAYA;95.36947685265422;5.5511308719753725
2227;ACEH;ACEH BESAR;KUTA BARO;95.38760363937234;5.539216781101067
2383;ACEH;ACEH BESAR;KUTA MALAKA;95.39133137377536;5.424040944869242
2323;ACEH;ACEH BESAR;LEMBAH SEULAWAH;95.64515490739464;5.396276222532423
2460;ACEH;ACEH BESAR;LEUPUNG;95.3090684898546;5.3466976427927095
1896;ACEH;ACEH BESAR;LHOKNGA;95.25731747579518;5.512485385972941
1867;ACEH;ACEH BESAR;LHOONG;95.2910042022093;5.216635565131621
2162;ACEH;ACEH BESAR;MESJID RAYA;95.3986236102282;5.620194257235429
2026;ACEH;ACEH BESAR;MONTASIK;95.46951436022356;5.478306703834128
2135;ACEH;ACEH BESAR;PEUKAN BADA;95.2288090386402;5.536978336030115
2305;ACEH;ACEH BESAR;PULO ACEH;95.16840633451572;5.608551467208677
1978;ACEH;ACEH BESAR;SEULIMEUM;95.57483364449972;5.364771442082055
2399;ACEH;ACEH BESAR;SIMPANG TIGA;95.34094464769883;5.459865194472665
2066;ACEH;ACEH BESAR;SUKAMAKMUR;95.38352425149466;5.470294314257405
5342;ACEH;ACEH JAYA;;95.67808932280728;4.832424749549109
5489;ACEH;ACEH JAYA;DARUL HIKMAH;95.51808841924873;4.831734741038549
5474;ACEH;ACEH JAYA;INDRA JAYA;95.42921293269792;5.061332445669456
5418;ACEH;ACEH JAYA;JAYA;;
5366;ACEH;ACEH JAYA;KRUENG SABEE;95.58263590623376;4.640158080512932
5453;ACEH;ACEH JAYA;PANGA;95.72019482595982;4.561661989197606
5509;ACEH;ACEH JAYA;PASIE RAYA;95.85090149002797;4.470349172217948
5398;ACEH;ACEH JAYA;SAMPOINIET;95.54978430248865;4.979720676499201
5384;ACEH;ACEH JAYA;SETIA BHAKTI;95.70987139613814;4.895901514891538
5343;ACEH;ACEH JAYA;TEUNOM;95.83641855496614;4.453323881445932
2;ACEH;ACEH SELATAN;;97.43651771864872;3.161853840916798
3;ACEH;ACEH SELATAN;BAKONGAN;97.4608730710212;2.960325743429537
242;ACEH;ACEH SELATAN;BAKONGAN TIMUR;97.56834099652744;2.924239389167105
33;ACEH;ACEH SELATAN;KLUET SELATAN;97.32835072017564;3.060201146728973
218;ACEH;ACEH SELATAN;KLUET TENGAH;97.29416505450564;3.415772848666557
232;ACEH;ACEH SELATAN;KLUET TIMUR;97.4114576837082;3.108346161362174
11;ACEH;ACEH SELATAN;KLUET UTARA;97.34081480666065;3.136355845251368
259;ACEH;ACEH SELATAN;KOTA BAHAGIA;97.49169956319658;2.9914893124147297
51;ACEH;ACEH SELATAN;LABUHAN HAJI;97.03082320490417;3.613433938179378
202;ACEH;ACEH SELATAN;LABUHAN HAJI BARAT;96.99075723798232;3.610501571046545
189;ACEH;ACEH SELATAN;LABUHAN HAJI TIMUR;97.0490283542848;3.5097416236942984
68;ACEH;ACEH SELATAN;MEUKEK;97.0885221880218;3.442410186346373
167;ACEH;ACEH SELATAN;PASI RAJA;97.29201652243586;3.204305373237885
92;ACEH;ACEH SELATAN;SAMADUA;97.1500931925499;3.3255749217990087
121;ACEH;ACEH SELATAN;SAWANG;97.14945350947106;3.4087155231960256
137;ACEH;ACEH SELATAN;TAPAKTUAN;97.24683366205394;3.2684745414903795
154;ACEH;ACEH SELATAN;TRUMON;97.7134589830844;2.642099736000128
270;ACEH;ACEH SELATAN;TRUMON TENGAH;97.64782042896698;2.91484653539717
250;ACEH;ACEH SELATAN;TRUMON TIMUR;97.8496035906436;2.908495087489221
4277;ACEH;ACEH SINGKIL;;97.84505654577988;2.3479697391579712
4369;ACEH;ACEH SINGKIL;DANAU PARIS;98.13489970436248;2.2385351554256188
4325;ACEH;ACEH SINGKIL;GUNUNG MERIAH;97.99217097112933;2.3980374770195567
4351;ACEH;ACEH SINGKIL;KOTA BAHARU;97.80847448056151;2.461882523256734
4395;ACEH;ACEH SINGKIL;KUALA BARU;97.7547317849764;2.310882075680613
4278;ACEH;ACEH SINGKIL;PULAU BANYAK;97.42120614869204;2.182484702228226
4400;ACEH;ACEH SINGKIL;PULAU BANYAK BARAT;97.29463447442204;2.1805425566198093
4282;ACEH;ACEH SINGKIL;SIMPANG KANAN;98.04581920388192;2.447559162519915
4308;ACEH;ACEH SINGKIL;SINGKIL;97.78782221928071;2.29991969283014
4361;ACEH;ACEH SINGKIL;SINGKIL UTARA;98.00924879931829;2.2788823143299552
4388;ACEH;ACEH SINGKIL;SINGKOHOR;97.90038429279105;2.463312712849673
4376;ACEH;ACEH SINGKIL;SURO MAKMUR;98.03725087773677;2.491019668799569
5757;ACEH;ACEH TAMIANG;;97.98299311718904;4.224494150594039
5935;ACEH;ACEH TAMIANG;BANDA MULIA;98.12843642734244;4.423129923409693
5946;ACEH;ACEH TAMIANG;BANDAR PUSAKA;97.884855076306;4.2759832666074935
5795;ACEH;ACEH TAMIANG;BENDAHARA;98.09380945120418;4.376530542777753
5829;ACEH;ACEH TAMIANG;KARANG BARU;98.08318383437796;4.349411503272065
5892;ACEH;ACEH TAMIANG;KEJURUAN MUDA;97.98021336740231;4.2183693493715815
5886;ACEH;ACEH TAMIANG;KOTA KUALASINPANG;98.06139850690504;4.285434491424648
5758;ACEH;ACEH TAMIANG;MANYAK PAYED;98.0710307240745;4.440075826844189
5918;ACEH;ACEH TAMIANG;RANTAU;98.1070598662288;4.358191800631471
5968;ACEH;ACEH TAMIANG;SEKERAK;97.83118976609892;4.332155425497417
5861;ACEH;ACEH TAMIANG;SERUWAY;98.25227614128882;4.347566169757888
5908;ACEH;ACEH TAMIANG;TAMIANG HULU;97.92873305584656;4.235168416249924
5962;ACEH;ACEH TAMIANG;TENGGULUN;98.02533814592012;4.091563282250667
1221;ACEH;ACEH TENGAH;;96.88130519691292;4.519888080656494
1478;ACEH;ACEH TENGAH;ATU LINTANG;96.7761565689863;4.4276365024576
1283;ACEH;ACEH TENGAH;BEBESEN;96.8280910445769;4.62575385915537
1501;ACEH;ACEH TENGAH;BIES;96.79009497517792;4.608546782029644
1344;ACEH;ACEH TENGAH;BINTANG;96.9393708652738;4.632164260034081
1441;ACEH;ACEH TENGAH;CELALA;96.69433555635209;4.559533462815118
1490;ACEH;ACEH TENGAH;JAGONG JEGET;96.75230410377064;4.401281414100186
1395;ACEH;ACEH TENGAH;KEBAYAKAN;96.83563627765784;4.646777218711699
1369;ACEH;ACEH TENGAH;KETOL;96.72490926887724;4.675465010280938
1416;ACEH;ACEH TENGAH;KUTE PANANG;96.7378305021252;4.717610554588801
1459;ACEH;ACEH TENGAH;LAUT TAWAR;96.87404747593968;4.606296749679975
1222;ACEH;ACEH TENGAH;LINGE;96.8253591580049;4.489866239659714
1312;ACEH;ACEH TENGAH;PEGASING;96.8400881407414;4.5669623354959175
1514;ACEH;ACEH TENGAH;RUSIP ANTARA;96.47543856806152;4.685311187019747
1249;ACEH;ACEH TENGAH;SILIH NARA;96.73124357261877;4.637062344946461
281;ACEH;ACEH TENGGARA;;97.69759716542382;3.368931368624382
428;ACEH;ACEH TENGGARA;BABUL MAKMUR;97.9423682818394;3.28051591312659
548;ACEH;ACEH TENGGARA;BABUL RAHMAH;97.85539450644684;3.3384105916695472
381;ACEH;ACEH TENGGARA;BABUSSALAM;97.807600373754;3.492211291244874
409;ACEH;ACEH TENGGARA;BADAR;97.81906892167808;3.622116907161998
347;ACEH;ACEH TENGGARA;BAMBEL;97.84679408560233;3.445962887786357
504;ACEH;ACEH TENGGARA;BUKIT TUSAM;97.90602655339508;3.4449054278103888
450;ACEH;ACEH TENGGARA;DARUL HASANAH;97.628487571332;3.551975888993419
602;ACEH;ACEH TENGGARA;DELENG POKHKISEN;97.81742854310212;3.521259307813152
576;ACEH;ACEH TENGGARA;KETAMBE;97.75523159048169;3.63043606354786
282;ACEH;ACEH TENGGARA;LAWE ALAS;97.55289483810932;3.443253558389761
479;ACEH;ACEH TENGGARA;LAWE BULAN;97.81829648619744;3.4800273863143487
311;ACEH;ACEH TENGGARA;LAWE SIGALA-GALA;97.91596888540046;3.3144253978963207
625;ACEH;ACEH TENGGARA;LAWE SUMUR;97.88633682912992;3.482971153799505
659;ACEH;ACEH TENGGARA;LEUSER;97.91783183617864;3.21773444829804
528;ACEH;ACEH TENGGARA;SEMADAM;97.8826899643246;3.392996963123484
644;ACEH;ACEH TENGGARA;TANOH ALAS;97.84772884586964;3.385723660561624
683;ACEH;ACEH TIMUR;;97.62608537974106;4.630440507199907
1077;ACEH;ACEH TIMUR;BANDA ALAM;97.71273636283922;4.8682880958361086
804;ACEH;ACEH TIMUR;BIREM BAYEUN;97.87823657538912;4.43840559015307
684;ACEH;ACEH TIMUR;DARUL AMAN;97.71358864421634;4.9681746111782585
1189;ACEH;ACEH TIMUR;DARUL FALAH;97.6486056442113;4.99519842232236
1172;ACEH;ACEH TIMUR;DARUL IHSAN;97.75800067383577;4.8602563502912925
768;ACEH;ACEH TIMUR;IDI RAYEUK;97.76731380362448;4.952132529816435
1201;ACEH;ACEH TIMUR;IDI TIMUR;97.78946811053092;4.894813587966385
1051;ACEH;ACEH TIMUR;IDI TUNONG;97.72632251563044;4.941438476491339
1037;ACEH;ACEH TIMUR;INDRA MAKMU;97.56132147831396;4.801078049059548
730;ACEH;ACEH TIMUR;JULOK;97.62293567892011;5.036477472304905
1010;ACEH;ACEH TIMUR;MADAT;97.48643431119922;5.134813287558077
850;ACEH;ACEH TIMUR;NURUSSALAM;97.6411488222901;4.988173878389435
984;ACEH;ACEH TIMUR;PANTE BIDARI;97.50996055682369;5.074050746713467
1094;ACEH;ACEH TIMUR;PEUDAWA;97.82495359712313;4.916094591014057
1215;ACEH;ACEH TIMUR;PEUNARON;97.57598615888436;4.628694186058023
882;ACEH;ACEH TIMUR;PEUREULAK;97.91527988712473;4.811596760274181
1133;ACEH;ACEH TIMUR;PEUREULAK BARAT;97.89159888507425;4.860501896257078
1112;ACEH;ACEH TIMUR;PEUREULAK TIMUR;97.88545405936972;4.7532329794486605
960;ACEH;ACEH TIMUR;RANTAU PEUREULAK;97.77090183770258;4.816157595598638
921;ACEH;ACEH TIMUR;RANTAU SELAMAT;97.89939502878246;4.607839364554452
832;ACEH;ACEH TIMUR;SERBAJADI;97.40375862272003;4.327652408792677
1163;ACEH;ACEH TIMUR;SIMPANG JERNIH;97.749683484327;4.385566843380961
936;ACEH;ACEH TIMUR;SIMPANG ULIM;97.56709500943442;5.069076098982412
1149;ACEH;ACEH TIMUR;SUNGAI RAYA;97.93047738803912;4.687346363427299
3248;ACEH;ACEH UTARA;;97.18189663494262;5.015647182759453
3249;ACEH;ACEH UTARA;BAKTIYA;97.42147465387949;5.140386441958786
3958;ACEH;ACEH UTARA;BAKTIYA BARAT;97.33374825196871;5.163470398419984
4111;ACEH;ACEH UTARA;BANDA BARO;96.97041315056326;5.188632762492745
3909;ACEH;ACEH UTARA;COT GIREK;97.35024472300076;4.918544109839476
3307;ACEH;ACEH UTARA;DEWANTARA;97.01291189797276;5.224109576555263
4099;ACEH;ACEH UTARA;GEUREDONG PASE;97.03139347142962;4.956862940944645
3323;ACEH;ACEH UTARA;KUTA MAKMUR;97.08949663332729;5.082423983614239
3934;ACEH;ACEH UTARA;LANGKAHAN;97.39764088884664;4.856982998243184
4063;ACEH;ACEH UTARA;LAPANG;97.29987073962904;5.114358591707704
3363;ACEH;ACEH UTARA;LHOKSUKON;97.3761841237276;4.991614470939184
3439;ACEH;ACEH UTARA;MATANGKULI;97.27448464560266;5.027656455451509
3514;ACEH;ACEH UTARA;MEURAH MULIA;97.2092607062315;5.091554900310799
3489;ACEH;ACEH UTARA;MUARA BATU;96.94450863028491;5.246038036926166
4025;ACEH;ACEH UTARA;NIBONG;97.22077953559858;5.03183447435939
3879;ACEH;ACEH UTARA;NISAM;97.00234529237234;5.15283755516577
4121;ACEH;ACEH UTARA;NISAM ANTARA;97.015934432594;5.117275803571876
3985;ACEH;ACEH UTARA;PAYA BAKONG;97.24006041185228;4.996204085038055
4075;ACEH;ACEH UTARA;PIRAK TIMUR;97.26604183221664;4.980400956671623
3565;ACEH;ACEH UTARA;SAMUDERA;97.22662292460346;5.118236605256022
3839;ACEH;ACEH UTARA;SAWANG;96.91765029929748;5.12589690699384
3606;ACEH;ACEH UTARA;SEUNUDDON;97.4247324848572;5.163711549603875
4046;ACEH;ACEH UTARA;SIMPANG KRAMAT;97.08983118673574;5.044978991567432
3640;ACEH;ACEH UTARA;SYAMTALIRA ARON;97.25072624090122;5.10620144278124
3675;ACEH;ACEH UTARA;SYAMTALIRA BAYU;97.16471449875976;5.079610480850795
3714;ACEH;ACEH UTARA;TANAH LUAS;97.18652031706932;4.988384098606096
3772;ACEH;ACEH UTARA;TANAH PASIR;97.27137970828534;5.1451732604613
3791;ACEH;ACEH UTARA;T. JAMBO AYE;97.45247117333815;5.101291177161577
6457;ACEH;BANDA ACEH;;;
6458;ACEH;BANDA ACEH;BAITURRAHMAN;;
6526;ACEH;BANDA ACEH;BANDA RAYA;;
6537;ACEH;BANDA ACEH;JAYA BARU;;
6469;ACEH;BANDA ACEH;KUTA ALAM;;
6519;ACEH;BANDA ACEH;KUTA RAJA;;
6509;ACEH;BANDA ACEH;LUENG BATA;;
6481;ACEH;BANDA ACEH;MEURAXA;;
6498;ACEH;BANDA ACEH;SYIAH KUALA;;
6547;ACEH;BANDA ACEH;ULEE KARENG;;
5983;ACEH;BENER MERIAH;;97.00411795378756;4.770053737529002
6051;ACEH;BENER MERIAH;BANDAR;96.92186056094526;4.741126271446547
6186;ACEH;BENER MERIAH;BENER KELIPAH;96.91444876181032;4.766383333429772
6087;ACEH;BENER MERIAH;BUKIT;96.83055307844822;4.673301255668764
6215;ACEH;BENER MERIAH;GAJAH PUTIH;96.70677263089053;4.791837076302438
6199;ACEH;BENER MERIAH;MESIDAH;97.09963657709083;4.843935071377371
6008;ACEH;BENER MERIAH;PERMATA;96.88362061102114;4.855338306920011
5984;ACEH;BENER MERIAH;PINTU RIME GAYO;96.7254582018606;4.842816842214332
6036;ACEH;BENER MERIAH;SYIAH UTAMA;97.24930163882355;4.6264604001542535
6155;ACEH;BENER MERIAH;TIMANG GAJAH;;
6128;ACEH;BENER MERIAH;WIH PESAM;96.81137021643174;4.715134669702161
4405;ACEH;BIREUEN;;96.6070350973887;5.093825519125935
4691;ACEH;BIREUEN;GANDAPURA;96.86326693884632;5.262802068679926
4789;ACEH;BIREUEN;JANGKA;96.76039181060877;5.244769811350894
4550;ACEH;BIREUEN;JEUMPA;96.6667959196608;5.220308755379545
4453;ACEH;BIREUEN;JEUNIEB;96.50291652809344;5.18386463199718
4752;ACEH;BIREUEN;JULI;96.7185584105956;5.153991645964249
4901;ACEH;BIREUEN;KOTA JUANG;96.71463146407704;5.204975670170789
4925;ACEH;BIREUEN;KUALA;96.72369080919144;5.242327493845228
4990;ACEH;BIREUEN;KUTA BLANG;96.8442105955004;5.238491145462455
4663;ACEH;BIREUEN;MAKMUR;96.870453018572;5.161087698886733
4732;ACEH;BIREUEN;PANDRAH;96.45595559540403;5.182539929401052
4497;ACEH;BIREUEN;PEUDADA;96.56278224185678;5.193739427286865
4878;ACEH;BIREUEN;PEULIMBANG;96.5259052424901;5.184132778545513
4593;ACEH;BIREUEN;PEUSANGAN;96.75673613137025;5.1991998571231495
4968;ACEH;BIREUEN;PEUSANGAN SELATAN;96.77484641124552;5.161897412309324
4946;ACEH;BIREUEN;PEUSANGAN SIBLAH KRUENG;96.79784200778002;5.144875009702417
4406;ACEH;BIREUEN;SAMALANGA;96.34426981037878;5.212275873630395
4836;ACEH;BIREUEN;SIMPANG MAMPLAM;96.430077587251;5.210765497930737
5194;ACEH;GAYO LUES;;97.36008636284632;3.98269363502788
5310;ACEH;GAYO LUES;BLANGJERANGO;97.16813843866196;3.958555366132684
5195;ACEH;GAYO LUES;BLANGKEJEREN;97.35003157685952;3.967032020859469
5277;ACEH;GAYO LUES;BLANGPEGAYON;97.32630316391848;3.9811418843745088
5300;ACEH;GAYO LUES;DABUN GELANG;97.36149527224931;4.0238001106803525
5216;ACEH;GAYO LUES;KUTAPANJANG;97.31232768382498;4.013147062333852
5332;ACEH;GAYO LUES;PANTAN CUACA;97.1379005753123;4.070642762792846
5267;ACEH;GAYO LUES;PINING;97.76816200487212;3.902591797888965
5290;ACEH;GAYO LUES;PUTERI BETUNG;97.52634692784645;3.790070306237921
5229;ACEH;GAYO LUES;RIKIT GAIB;97.30373292891196;4.070678218141145
5243;ACEH;GAYO LUES;TERANGUN;96.96779645678484;4.02860884325725
5321;ACEH;GAYO LUES;TERIPE JAYA;96.87626799106155;4.18495233780394
6652;ACEH;LANGSA;;;
6670;ACEH;LANGSA;LANGSA BARAT;;
6711;ACEH;LANGSA;LANGSA BARO;;
6684;ACEH;LANGSA;LANGSA KOTA;;
6695;ACEH;LANGSA;LANGSA LAMA;;
6653;ACEH;LANGSA;LANGSA TIMUR;;
6579;ACEH;LHOKSEUMAWE;;;
6598;ACEH;LHOKSEUMAWE;BANDA SAKTI;;
6617;ACEH;LHOKSEUMAWE;BLANG MANGAT;;
6580;ACEH;LHOKSEUMAWE;MUARA DUA;;
6640;ACEH;LHOKSEUMAWE;MUARA SATU;;
5524;ACEH;NAGAN RAYA;;96.5076862946835;4.164239641271205
5614;ACEH;NAGAN RAYA;BEUTONG;96.40393424116068;4.282726700411421
5752;ACEH;NAGAN RAYA;BEUTONG ATEUH BANGGALANG;96.6069219179152;4.480088622189581
5639;ACEH;NAGAN RAYA;DARUL MAKMUR;96.6005929141769;3.916015921713734
5525;ACEH;NAGAN RAYA;KUALA;96.2970946531172;4.096176045115013
5700;ACEH;NAGAN RAYA;KUALA PESISIR;96.26282547504464;4.064320382131223
5543;ACEH;NAGAN RAYA;SEUNAGAN;96.310040933442;4.241709198507178
5579;ACEH;NAGAN RAYA;SEUNAGAN TIMUR;96.34890847560756;4.264505726759151
5680;ACEH;NAGAN RAYA;SUKA MAKMUE;96.32046580463324;4.201747174673541
5717;ACEH;NAGAN RAYA;TADU RAYA;96.38508691018;4.067798735344672
5740;ACEH;NAGAN RAYA;TRIPA MAKMUR;96.4100021328241;3.920451045422038
2494;ACEH;PIDIE;;96.03342837397656;5.053555789019077
2495;ACEH;PIDIE;BATEE;95.9165458765504;5.424453653683192
2524;ACEH;PIDIE;DELIMA;95.9057615564555;5.35832880667953
2575;ACEH;PIDIE;GEULUMPANG TIGA;;
2569;ACEH;PIDIE;GEUMPANG;96.29042115734372;4.823825371236195
3212;ACEH;PIDIE;GLUMPANG BARO;96.0443550577404;5.273773002092399
3191;ACEH;PIDIE;GRONG-GRONG;95.89752075217716;5.376873669799391
2610;ACEH;PIDIE;INDRA JAYA;95.94513593372136;5.319214290324702
2660;ACEH;PIDIE;KEMBANG TANJONG;96.03616371198368;5.309969076348514
3123;ACEH;PIDIE;KEUMALA;95.88805332570566;5.19835164159969
2706;ACEH;PIDIE;KOTA SIGLI;95.93884318312404;5.4036020836116805
3207;ACEH;PIDIE;MANE;96.0579452206214;4.79713158068621
2722;ACEH;PIDIE;MILA;95.9259282671572;5.312426261206358
2743;ACEH;PIDIE;MUARA TIGA;95.83202106651444;5.483061471262099
2762;ACEH;PIDIE;MUTIARA;95.94983286203038;5.288818073132514
3142;ACEH;PIDIE;MUTIARA TIMUR;95.98961496733544;5.258547008926107
2792;ACEH;PIDIE;PADANG TIJI;95.7873499566656;5.343666400207032
2857;ACEH;PIDIE;PEUKAN BARO;95.9511898620079;5.3448074189038
2906;ACEH;PIDIE;PIDIE;95.96726999877772;5.361753369415675
2971;ACEH;PIDIE;SAKTI;95.88708554269806;5.251512755241861
3021;ACEH;PIDIE;SIMPANG TIGA;95.97339654560282;5.354696411816852
3074;ACEH;PIDIE;TANGSE;95.93155413156424;5.017708931726914
3103;ACEH;PIDIE;TIRO/TRUSEB;95.97652634877556;5.2161082050127145
3234;ACEH;PIDIE;TITEUE;95.9235146880066;5.236636842824209
6226;ACEH;PIDIE JAYA;;96.21333121948749;5.124744338936842
6374;ACEH;PIDIE JAYA;BANDAR BARU;96.09183980309888;5.182814905823112
6308;ACEH;PIDIE JAYA;BANDAR DUA;96.28218129803328;5.183425974844599
6289;ACEH;PIDIE JAYA;JANGKA BUAYA;96.33535069360325;5.216361290766493
6354;ACEH;PIDIE JAYA;MEURAH DUA;96.2585059774674;5.235790776924322
6227;ACEH;PIDIE JAYA;MEUREUDU;96.2405304147414;5.247227871756996
6418;ACEH;PIDIE JAYA;PANTERAJA;96.16560484812832;5.261919159496794
6429;ACEH;PIDIE JAYA;TRIENGGADENG;96.2139965000997;5.241904924653093
6258;ACEH;PIDIE JAYA;ULIM;96.30373596597698;5.23003994742456
6557;ACEH;SABANG;;;
6564;ACEH;SABANG;SUKAJAYA;;
6558;ACEH;SABANG;SUKAKARYA;;
6572;ACEH;SABANG;SUKAMAKMUE;;
4128;ACEH;SIMEULUE;;96.08626027990547;2.612827974844964
4246;ACEH;SIMEULUE;ALAPAN;95.79957323429352;2.8858189837495694
4146;ACEH;SIMEULUE;SALANG;95.77931730499364;2.6917084199449013
4211;ACEH;SIMEULUE;SIMEULUE BARAT;96.0189939225868;2.6985516040450666
4268;ACEH;SIMEULUE;SIMEULUE CUT;95.924510370122;2.599702599394312
4129;ACEH;SIMEULUE;SIMEULUE TENGAH;95.98128751842783;2.633803174461776
4182;ACEH;SIMEULUE;SIMEULUE TIMUR;96.30935324414256;2.5076257419551737
4200;ACEH;SIMEULUE;TELUK DALAM;96.22374853905409;2.5924705254747
4163;ACEH;SIMEULUE;TEUPAH BARAT;96.2249140536377;2.4863706140418227
4226;ACEH;SIMEULUE;TEUPAH SELATAN;96.44233332241;2.442598063634257
4255;ACEH;SIMEULUE;TEUPAH TENGAH;96.33958774791483;2.393022218222738
6724;ACEH;SUBULUSSALAM;;;
6801;ACEH;SUBULUSSALAM;LONGKIB;;
6743;ACEH;SUBULUSSALAM;PENANGGALAN;;
6757;ACEH;SUBULUSSALAM;RUNDENG;;
6725;ACEH;SUBULUSSALAM;SIMPANG KIRI;;
6781;ACEH;SUBULUSSALAM;SULTAN DAULAT;;
55078;BALI;;;115.13167541865091;-8.36976969965497
55280;BALI;BADUNG;;115.18838021914075;-8.582846789383181
55308;BALI;BADUNG;ABIANSEMAL;115.23824968117968;-8.59109934564303
55281;BALI;BADUNG;KUTA;115.1733659995626;-8.726287758847711
55335;BALI;BADUNG;KUTA SELATAN;115.21969881995048;-8.761345630952288
55342;BALI;BADUNG;KUTA UTARA;115.14214155952558;-8.64039524397333
55287;BALI;BADUNG;MENGWI;115.16827591008914;-8.563329988540952
55327;BALI;BADUNG;PETANG;115.21798448966555;-8.382691664219967
55491;BALI;BANGLI;;115.34729260144309;-8.293123651647353
55502;BALI;BANGLI;BANGLI;115.35310969861936;-8.476145441025182
55519;BALI;BANGLI;KINTAMANI;115.37897630392314;-8.266669602668669
55492;BALI;BANGLI;SUSUT;115.34867017157232;-8.367556753718414
55512;BALI;BANGLI;TEMBUKU;115.40185165054484;-8.405642807631557
55655;BALI;BULELENG;;114.96090883725329;-8.200953233757772
55709;BALI;BULELENG;BANJAR;115.078234520485;-8.294798347593716
55743;BALI;BULELENG;BULELENG;115.14043685632174;-8.144866435287888
55693;BALI;BULELENG;BUSUNGBIU;114.89082245757032;-8.327814702621025
55656;BALI;BULELENG;GEROKGAK;114.79943658294418;-8.218956023977817
55788;BALI;BULELENG;KUBUTAMBAHAN;115.24503654416904;-8.114448674777215
55773;BALI;BULELENG;SAWAN;115.17744286951466;-8.136888403372057
55671;BALI;BULELENG;SERIRIT;114.93033821944135;-8.186744133407426
55727;BALI;BULELENG;SUKASADA;115.06787288894814;-8.194899141243198
55802;BALI;BULELENG;TEJAKULA;115.33403936026232;-8.14041493978084
55813;BALI;DENPASAR;;;
55837;BALI;DENPASAR;DENPASAR BARAT;;
55814;BALI;DENPASAR;DENPASAR SELATAN;;
55825;BALI;DENPASAR;DENPASAR TIMUR;;
55849;BALI;DENPASAR;DENPASAR UTARA;;
55349;BALI;GIANYAR;;115.28748508459596;-8.480973213465095
55363;BALI;GIANYAR;BLAHBATUH;115.31186383324275;-8.572260360372047
55373;BALI;GIANYAR;GIANYAR;115.32492598501908;-8.541942267831123
55417;BALI;GIANYAR;PAYANGAN;115.23838436131578;-8.394357465402942
55350;BALI;GIANYAR;SUKAWATI;115.24652527572393;-8.551503375825243
55391;BALI;GIANYAR;TAMPAKSIRING;115.32327850877448;-8.399591169030893
55409;BALI;GIANYAR;TEGALLALANG;115.2605905693336;-8.467568465650906
55400;BALI;GIANYAR;UBUD;115.25938979619708;-8.5176700551859
55079;BALI;JEMBRANA;;114.68288681225168;-8.313122688039838
55125;BALI;JEMBRANA;JEMBRANA;114.64561099918336;-8.399691966950495
