'id_waktu';'id_lokasi';'id_unit_ternak';'jenis_kelamin';'tipe_ternak';'tipe_usia';'jumlah_lahir';'jumlah_mati';'jumlah_masuk';'jumlah_keluar';'jumlah';'created_dt';'modified_dt'
5;53117;999;'';'';'';;;;;70251;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
5;53148;999;'';'';'';;;;;3097;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
5;53334;999;'';'';'';;;;;5560;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;44157;999;'';'';'';;;;;132395;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;44341;999;'';'';'';;;;;163704;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;44670;999;'';'';'';;;;;340635;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;44842;999;'';'';'';;;;;181029;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;46199;999;'';'';'';;;;;93585;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;46426;999;'';'';'';;;;;49514;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;46706;999;'';'';'';;;;;79627;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;46949;999;'';'';'';;;;;37717;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;47192;999;'';'';'';;;;;49977;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;48091;999;'';'';'';;;;;31520;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;48786;999;'';'';'';;;;;135793;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;49114;999;'';'';'';;;;;120571;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;49641;999;'';'';'';;;;;37918;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;49895;999;'';'';'';;;;;78543;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;50132;999;'';'';'';;;;;110461;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;50591;999;'';'';'';;;;;115623;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;50940;999;'';'';'';;;;;99852;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;51442;999;'';'';'';;;;;66357;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;51817;999;'';'';'';;;;;70990;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;52117;999;'';'';'';;;;;45539;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;52318;999;'';'';'';;;;;63150;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;52521;999;'';'';'';;;;;147735;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;52883;999;'';'';'';;;;;137745;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;52933;999;'';'';'';;;;;141438;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;52958;999;'';'';'';;;;;236192;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;53021;999;'';'';'';;;;;57574;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;53056;999;'';'';'';;;;;71899;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;53095;999;'';'';'';;;;;117754;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;53117;999;'';'';'';;;;;67077;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;53148;999;'';'';'';;;;;2299;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
6;53334;999;'';'';'';;;;;5946;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;44157;999;'';'';'';;;;;138639;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;44341;999;'';'';'';;;;;218414;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;44670;999;'';'';'';;;;;362287;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
7;44842;999;'';'';'';;;;;185936;2024-01-01 00:00:00 +0700;2024-01-01 00:00:00 +0700
